ID,Text,Comment
Beaver.Unemployed,無職,"Signifies that the beaver has no job, singular"
Beaver.UnemployedPlural,無職,"Used in population statistics, followed by the number of unemployed beavers"
Beaver.Workplace,仕事場：{0},{0} stands for Building.DisplayName. Tells which type of building the beaver works in.
Bonus.CarryingCapacity,運搬容量,How much stuff a unit can carry
Bonus.CuttingSuccessChance,伐採確率,Cutting chance when cutting down a tree
Bonus.GrowthSpeed,成長スピード,Speed at which young beavers grow up
Bonus.LifeExpectancy,寿命,The presumed length of beavers' life.
Bonus.MovementSpeed,移動の速さ,"Describes how fast character can move (bonus to walking, running and swimming)."
Bonus.WorkingSpeed,仕事の速さ,Speed at which the beavers work.
Bot.BeaversPerished,"ビーバーどもは本当にしょうもない奴らだ。
あんなに恵まれていたのに。きれいな空気。澄みきった水。
今では彼らも記憶の彼方だ。","Text for a game over state, when all beavers have perished."
Bot.Created,{0}が製造された！,{0} stands for bot name. Notification that shows when production of a new bot finishes.
Bot.DeadNameSuffix,(破壊),Preceded by bot name and age
Bot.DeathMessage,{0}が壊れた。,{0} stands for bot name. Notification that shows when a bot breaks down completely (it's destroyed)
Bot.DisplayName.Folktails,ティンバーボット{0},{0} stands for a bot serial number. Name of bots from the Folktails faction. Named after the fact they are visibly made from wood.
Bot.DisplayName.IronTeeth,アイアンボット{0},{0} stands for a bot serial number. Name of bots from the Iron Teeth faction. Named after the fact they are visibly made from metal.
Bot.Durability,耐久度,Label before a progress bar showing amount of durability left
Bot.PluralDisplayName,ボット,"Bots are autonomous robots, who assist beavers in their everyday tasks. They are constructed in factories."
Bot.TemplateName,ボット,A bot is an animated anthropomorphic being which is created from inanimate matter. Timberborn bots are depicting beavers and are made of wood and metal.
Breeding.NutrientBringing,栄養素は運搬員、無職、仕事を終えた労働者が持ってきます。,"Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,必要な栄養素：,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,繁殖の進行度,Label inside a progress bar describing production progress of new beaver in breeding facility
BuilderPriorityTool.Description,建設や取り壊し、がれきの山での資源採集の優先順位を決める。,Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,優先度を設定するには対象をクリックするか、ホールドで範囲選択できます。,
Building.AdvancedBreedingPod.Description,先端的な繁殖プロセスを利用することで、勤勉な大人のビーバーを生み出す。,Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,改良版繁殖ポッド,
Building.AdvancedBreedingPod.FlavorDescription,このアイデアは、子ビーバーが精製物で一杯の釜に落ち、それを飲み干したところ、巨大な成長を遂げたことから生まれた。,"Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,ビーバーが集まって木工についてお話できる広い場所。,
Building.Agora.DisplayName,アゴラ,
Building.Agora.FlavorDescription,緑のビーコンが点灯したら、フォークテイルが集まる合図だ。,Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,古代の帯水層ドリル,
Building.AquaticFarmhouse.Description,<YellowHighlight>水生</YellowHighlight>作物を育てて収穫することを専門にする農夫を雇う。,"Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,水生農場,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,「私たちが魚を食べるなんていう噂があったのよ。気持ち悪い！」—ママ・ンゴネル,"Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,地下水源。,
Building.Aquifer.DisplayName,帯水層,
Building.AquiferDrill.Description,帯水層から水を抽出する。,
Building.AquiferDrill.DisplayName,帯水層ドリル,
Building.BadtideDrain.Description,悪潮の間、汚水を吐き出す。,
Building.BadtideDrain.DisplayName,悪潮ドレーン,
Building.BadwaterDischarge.Description,汚水の源を封じる。開閉可能。開くと、干ばつ時でも汚水の流量を調整できる。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,汚水の放水,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,近付く事を許されているのは、本物の土木技師だけだ。,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,汚水の源を封じる。必要に応じて開閉可能。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,汚水ドーム,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,汚水がなければ泣くこともない。,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,汚水を汲み出すことのできる強化版のポンプ。低度の汚染はポンプの速度を低下させる。,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,汚水ポンプ,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,「追加の防護措置に鼻栓が入ってればよかったんだけど」—スーリ,Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,汚水の源を封じる。水源から直接汚水を抽出する労働者を配置する。,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,汚水装置,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,沸き立つ汚水源で働く者たちは、絶えずプレッシャーを感じている。,Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,水圧が制限された汚水の源。,
Building.BadwaterSeep.DisplayName,汚水漏れ,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,汚水の源,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,「何でニンゲンが作り出したゴミの始末をしなければならないかって？ まぁ、アイツらはもうみんな死んでるからねぇ」—ピナ,
Building.Bakery.Description,色んな粉からパンとペストリーを作る。,Pastry being a baked good.
Building.Bakery.DisplayName,パン屋,Building that bakes bread
Building.Bakery.FlavorDescription,「おがくずをちょっとまぶしたアツアツのパンほど美味しいものはない」―ママ・ンゴネル,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,実用的な共同住宅。,
Building.Barrack.DisplayName,バラック,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,「二匹のフォークテイルがバラックに入っていく」—アイアン・ティースのジョーク,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,いかにも重要そうに見えるビーバーの胸像。,
Building.BeaverBust.DisplayName,ビーバーの胸像,
Building.BeaverBust.FlavorDescription,いたずら好きな子ビーバーたちは、キャズ爺の顔にさまざまなディテールを加えたがる。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,良く肥えたビーバーの像。,
Building.BeaverStatue.Description.IronTeeth,働き者のビーバーの像。,
Building.BeaverStatue.DisplayName,ビーバーの像,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,豊作の年には誇らしく、凶作の年には空腹を感じる。,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,鎌を持ったオリジナルデザインは、とてもフォークテイルらしいと判断された。,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,近辺の作物の成長を促進する。,
Building.Beehive.DisplayName,ハチの巣,
Building.Beehive.FlavorDescription,「ブンブンいってるハチにもそのうちなれるさ」—ママ・ンゴネル,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,仕事時間の開始時と終了時に鳴る鐘。,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,鐘,A large metal bell
Building.Bell.FlavorDescription,「お楽しみの朝の鐘が鳴ったぞ」—キャズ爺,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,ベンチ,
Building.Bench.FlavorDescription,時々、野蛮な奴らが公共物を食べるんだ。,
Building.Blockage.Description,水をせき止める自然の障害物。取り壊せる。,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,せきとめ,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,泥と枝でダムを造っていたシンプルな時代があったなんて信じがたい。,
Building.BotAssembler.Description,日常のタスクをこなす自動ボットを集める。,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,ボット組立所,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,すべての始まりは、「もし今日、仕事をしなくてよかったなら」という簡単な思い付きだった。—ピナ,
Building.BotPartFactory.Description,ボットの部品を製造する。,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,ボット部品工場,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,「できあがり！ あれ、このネジは何？」—ピナ,
Building.Brazier.Description,装飾的な囲いの中で安全に燃える炎。,
Building.Brazier.DisplayName,火鉢,
Building.Brazier.FlavorDescription,「うわぁ かっこいい」—スーリ,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,絆の火鉢,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,「我々のためでなければ、次世代のため」―ママ・ンゴネル,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,アイアン・ティースが好む、そしてアイアン・ティースにとって唯一の生殖法。,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,繁殖ポッド,
Building.BreedingPod.FlavorDescription,「子供はわしらの未来だ。来月までにもう12人必要だぞ」—キャズ爺,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,建設作業員を雇う。,
Building.BuildersHut.DisplayName,建設作業員の小屋,
Building.BuildersHut.FlavorDescription,ビーバローマは1日にして成らず。伝説によると6時間で成ったそうだ。,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,民衆にメッセージを届けるための装飾用の柱。,
Building.BulletinPole.DisplayName,公報の柱,
Building.BulletinPole.FlavorDescription,仕事中に怪我をしましたか？ 補償を受けられるかもしれません！ スーリまでご相談ください。,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,夜に他のビーバーたちとゆったり交流するための場所。,
Building.Campfire.DisplayName,キャンプファイヤー,
Building.Campfire.FlavorDescription,時々なら、木を燃やすのも悪くない。,
Building.Carousel.Description,子供から大人まで楽しめる、木造のメリーゴーランド。,
Building.Carousel.DisplayName,メリーゴーランド,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,「どこに行こうってんだい、坊や。いいからさっさと木の皮を剥ぎな」―ママ・ンゴネル,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,危険な汚染水をろ過して利用可能な水にする重機。,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,遠心分離機,
Building.Centrifuge.FlavorDescription,このアイデアは、フォークテイルのメリーゴーランドがあまりにも速く回っていたことから生まれた。,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,ボットが補給する場所。,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,補給ステーション,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,非アイアンボット機器と一緒に使ってはいけない。,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,おじいさんでも読めるような大きな装飾用時計。,
Building.Clock.DisplayName,時計,
Building.Clock.FlavorDescription,ビーバーがかつては水時計を使っていたとは想像しがたい。,Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,コーヒーを焙煎する。,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,コーヒー焙煎所,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,消費期限さえなければ、アイアン・ティースは眠らず働き続けるだろう。,
Building.CompactWaterWheel.Description,水流を動力へ変換する小型動力発生装置。,
Building.CompactWaterWheel.DisplayName,小型水車,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,そう、水車を再発明できる。,A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,地中の土壌汚染拡大を防ぐ。,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,汚染防壁,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,「1日1つの防壁で悪潮退治！」—士気高揚ポスター,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,ビーバーが自然について考えを巡らすことができる小さな場所。,
Building.ContemplationSpot.DisplayName,思索スポット,
Building.ContemplationSpot.FlavorDescription,ビーバーがここで静かな時間を過ごし、母なる自然の気まぐれさに思いを馳せる。,
Building.ControlTower.Description,近くのボットに信号を送り、性能ブーストを与える背の高い建物。,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,制御タワー,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,ボットはビーバーから与えられる命令に従わなければならない。ただし、ビーバーがいなくなった場所を除く。,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,水をせき止めるが、上部の放水口からいくらか放水する。,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,ダム,
Building.Dam.FlavorDescription,公然の事実だが、公共インフラは水中に建設されている。,
Building.DanceHall.Description,ビーバーが尻尾を伸ばすことができるオープンホール。,
Building.DanceHall.DisplayName,ダンスホール,
Building.DanceHall.FlavorDescription,「ほらほら、アイアン・ティースみたいに突っ立ってないで」—スーリ,Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,汚水に触れたビーバーが回復するための風呂。,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,除染ポッド,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,「スーリ、精製物は飲めないよ。お前は子供の頃に釜に落ちただろう！」—ママ・ンゴネル,"Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,汚水ポンプ（深水）,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,パイプを延長することで、高低差と悪臭を克服する。,
Building.DeepMechanicalFluidPump.DisplayName,自動汲水ポンプ（深水）,
Building.DeepWaterPump.Description,飲料用に水を汲み上げ、ろ過する。汚水による汚染はポンプの速度を低下させる。,
Building.DeepWaterPump.DisplayName,汲水ポンプ（深水）,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,「水は地球の裏側からやってくる。そこではガマが育ち、ビーバーが配管工をやっている」—アイアン・ティースの労働歌,"Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,ビーバーのしっぽをカスタマイズする。,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,装飾アイテム,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,尻尾を飾りつけして、自分らしさを表現しよう。,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,きっと大したことないって。—スーリ,"Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,土砂を採取するための頑丈な採掘装置。岩盤に到達した後も、土砂を掘りおこしつづける。,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,土砂採掘機,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,ドリルとは別物！,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,独自のビーバー人口、物資、個別の道路網を持った地区を立ち上げ、建設作業員を雇う。,
Building.DistrictCenter.DisplayName,地区の中心,
Building.DistrictCenter.FlavorDescription.Folktails,「心地よさ、食べ物、そして頑丈な木」—フォークテイルのモットー,The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,「働け、もっと働け」—アイアン・ティースのモットー,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,接続されている二つの地区の物資をバランスよく配給する。それぞれの地区には労働者が就き、中継地と他の地区の間で物資を配給する。,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,地区の中継地,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,なぜビーバーは地区を横切ったのか？,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,ダブルダイナマイト,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,二重水門,
Building.DoubleFloodgate.FlavorDescription,完璧なものをさらに改良するには？ 高くするのさ。,
Building.DoubleLodge.Description,もっと多くのビーバーが住めるロッジ。,
Building.DoubleLodge.DisplayName,ダブルロッジ,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,多ければ多いほどいい。,This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,足場（ダブル）,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,売りの頑丈さはそのままに、高さは2倍。,
Building.DoubleShower.DisplayName,シャワー（ダブル）,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,「昨日のシャワー仲間たちの方がよかった」—ピナ,
Building.Dynamite.Armed,設置完了！,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0}は爆発で亡くなりました。,{0} stands for beaver name
Building.Dynamite.CantDetonate,設置マスが低すぎるため、点火できません。,Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,下の地形を破壊し、近くのダイナマイトを爆発させる。,Triggers can be changed to detonates
Building.Dynamite.Detonate,点火,A button.
Building.Dynamite.DisplayName,ダイナマイト,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,爆発深度：{0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,終末を迎えた後の世界に適応するため、時に過激な手段も必要だった。,
Building.EarthRecultivator.Folktails.Description,木の種を地球全体に撒き散らす。発射すると、その地域のビーバーは大喜びする。,
Building.EarthRecultivator.Folktails.DisplayName,地球再生機,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,種を蒔くたびに、希望が芽生えていく。,
Building.EarthRepopulator.IronTeeth.Description,パイオニアを遠く離れた土地へ送り出す。打ち上げると、その地域のビーバーは大喜びする。,
Building.EarthRepopulator.IronTeeth.DisplayName,地球の人口回復機,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,今では機密であるカタパルトを使用したテストを行ったあと、このデザインが代わりに採用された。,"This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,作物の栽培および収穫を行う農夫を雇う。より多くの農夫が働けるようフォークテイルが設計した拡大版。,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,効率的な農場,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,効率的なのは「職場で食事をしない」方針のおかげ。,
Building.EfficientMine.Description,鉱夫を雇い、地下遺跡から金属スクラップを取り出す。革新的な設計により、採掘速度を最速化する。,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,効率的な鉱山,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,アイアン・ティースは地下調査を行うことで、対抗ビーバーの一歩先に出た。,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,体幹と柔軟性を鍛えるために定められた集団ルーティンを行うためのエリア。,
Building.ExercisePlaza.DisplayName,エクササイズプラザ,
Building.ExercisePlaza.FlavorDescription,アイアン・ティースは自分たちの創造物になりきっている。もっと強く、もっと速く。,"Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,汚水から爆薬を製造する。,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,爆薬工場,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,農夫の像,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,荒れ地を耕し、民を養う。,
Building.Farmhouse.Description,作物を育てて収穫する農夫を雇う。,
Building.Farmhouse.DisplayName,農場,
Building.Farmhouse.FlavorDescription,農業は今日のビーバー社会を支える柱の一つである。,
Building.Fermenter.Description,植物を発酵させ、栄養のある食料を生産する。,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,発酵所,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,複数の事件を受け、発酵できる食料は制限されている。,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,団結の炎,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,「ノルマほど我々を団結させるものはない」—キャズ爺,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,設定した高さで水を止める。,
Building.Floodgate.DisplayName,水門,
Building.Floodgate.FlavorDescription,ダムを改良することはできないとみんな思っていたけど、それもキャズ爺が最初の水門を作った時まで。,
Building.Floodgate.Height,高さ：{0},
