ID,Text,Comment
Building.BadwaterPump.FlavorDescription,"„Ich wünschte, unsere Schutzmaßnahmen würden auch Nasenklammern umfassen.“ – Suli",Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,"Verschließt eine Faulwasserquelle. Beschäftigt Arbeiter, die Faulwasser direkt aus der Quelle fördern.","Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Faulwasserförderanlage,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,"Wer auf einer brodelnden Faulwasserquelle arbeitet, steht ständig unter Druck.",Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,Eine Faulwasserquelle mit geringem Druck.,
Building.BadwaterSeep.DisplayName,Faulwasseraustritt,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,Faulwasserquelle,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"„Warum müssen wir ausbaden, was die Menschen angerichtet haben? Ach, stimmt ja, die sind alle tot.“ – Kiefah",
Building.Bakery.Description,Hier werden aus verschiedenen Mehlsorten Brot und andere Backwaren gebacken.,Pastry being a baked good.
Building.Bakery.DisplayName,Bäckerei,Building that bakes bread
Building.Bakery.FlavorDescription,„Es geht doch nichts über ein warmes Brötchen mit Sägemehlstreuseln.“ – Oma Mangonella,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,Praktische Gemeinschaftsunterkünfte.,
Building.Barrack.DisplayName,Baracke,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,„Gehen zwei Rustikalruten in eine Baracke.“ – Witz unter Eisenzähnen,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Die Büste eines wichtig aussehenden Bibers.,
Building.BeaverBust.DisplayName,Biberbüste,
Building.BeaverBust.FlavorDescription,"Freche Jungtiere machen sich einen Spaß daraus, das ehrwürdige Antlitz des Alten Kasimirs mit allerlei zusätzlichen Details zu versehen.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,Statue eines wohlgenährten Bibers.,
Building.BeaverStatue.Description.IronTeeth,Statue eines fleißigen Bibers.,
Building.BeaverStatue.DisplayName,Biberstatue,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,Macht in guten Jahren stolz und in schlechten hungrig.,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,Der Originalentwurf mit einer Sichel wurde als den Rustikalruten zu ähnlich empfunden.,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Fördert das Wachstum nahegelegener Nutzpflanzen.,
Building.Beehive.DisplayName,Bienenstock,
Building.Beehive.FlavorDescription,„Irgendwann gewöhnt man sich an das Summen.“ – Oma Mangonella,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,Läutet zu Beginn und Ende eines Arbeitstags.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Glocke,A large metal bell
Building.Bell.FlavorDescription,"„Es ist das Morgenläuten, das Freude wecken sollte.“ – Alter Kasimir","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Bank,
Building.Bench.FlavorDescription,Hin und wieder knabbert ein Rowdy an öffentlichem Eigentum.,
Building.Blockage.Description,"Eine natürliche Barriere, die Wasser staut. Kann abgerissen werden.",Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Natürliche Blockade,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,"Heute ist es kaum vorstellbar, dass wir Biber ein paar mit Schlamm verklebte Äste schon einen Damm nennen würden.",
Building.BotAssembler.Description,"Dient der Montage autonomer Roboter, die alltägliche Aufgaben ausführen.",Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Roboterfabrik,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,"Es begann alles mit der einfachen Frage: „Was, wenn ich heut nicht zur Arbeit müsste?“ – Kiefah",
Building.BotPartFactory.Description,Hier werden Roboterkomponenten gefertigt.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Roboterteilefabrik,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"„Fertig! Moment mal, was ist mit dieser Schraube hier?“ – Kiefah",
Building.Brazier.Description,"Ein loderndes Feuer, das sicher in einem dekorativen Behälter gehalten wird.",
Building.Brazier.DisplayName,Feuerschale,
Building.Brazier.FlavorDescription,„Was für ein heißes Teil!“ – Suli,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Feuerschale der Freundschaft,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"„Wenn nicht für uns, dann für künftige Generationen.“ – Oma Mangonella","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,Die bevorzugte und einzige Fortpflanzungsform der Eisenzähne.,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Zuchtbehälter,
Building.BreedingPod.FlavorDescription,„Jungtiere sind unsere Zukunft. Bis zum nächsten Monat brauchen wir noch zwölf weitere.“ – Alter Kasimir,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Beschäftigt zusätzliche Bauarbeiter.,
Building.BuildersHut.DisplayName,Bauarbeiterhütte,
Building.BuildersHut.FlavorDescription,Biberhude wurde nicht an einem Tag gebaut. Der Legende nach waren es sechs Stunden.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,Ein dekorativer Pfahl für öffentliche Bekanntmachungen.,
Building.BulletinPole.DisplayName,Nachrichtenpfahl,
Building.BulletinPole.FlavorDescription,"Du hattest einen Arbeitsunfall? Wir helfen dir, auf Schadensersatz zu klagen! Kontaktiere Suli.",Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,"Ein Ort, an dem sich Biber abends entspannen und unterhalten können.",
Building.Campfire.DisplayName,Lagerfeuer,
Building.Campfire.FlavorDescription,Manchmal passen Feuer und Holz doch erstaunlich gut zusammen.,
Building.Carousel.Description,Ein Karussell aus Holz für Biber jeden Alters.,
Building.Carousel.DisplayName,Karussell,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"„Wo willst du denn hin, junger Biber? Diese Zweige schälen sich nicht von alleine.“ – Oma Mangonella","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,"Eine Hochleistungsmaschine, die gefährliches Faulwasser in nutzbares Extrakt umwandelt.",Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Zentrifuge,
Building.Centrifuge.FlavorDescription,Die Idee kam einem Wissenschaftler der Rustikalruten bei einer Karusselfahrt.,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,"Ein Ort, an dem sich Roboter wiederaufladen.",Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Ladestation,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Nur mit Eisenrobotern kompatibel.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,"Eine dekorative Uhr, die groß genug ist, dass auch Großväter sie lesen können.",
Building.Clock.DisplayName,Uhr,
Building.Clock.FlavorDescription,"Es ist heutzutage schwer vorstellbar, dass Biber in früheren Zeiten Wasseruhren benutzten.",Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,Bereitet Kaffee zu.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Kaffeerösterei,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Die Ausgabe wird streng reglementiert, da die Eisenzähne sonst nie wieder schlafen würden.",
Building.CompactWaterWheel.Description,"Ein kompakter Generator, der die Strömung des Wassers in Energie umwandelt.",
Building.CompactWaterWheel.DisplayName,Kompaktes Wasserrad,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,"Doch, man kann das Wasserrad neu erfinden.",A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,"Verhindert, dass der darunterliegende Boden kontaminiert wird.",Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Kontaminierungsbarriere,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,„Brave Biber bauen beachtliche Barrieren!“ – Slogan auf einem Plakat,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,"Eine Stelle, an der Biber über die Natur nachsinnen können.",
Building.ContemplationSpot.DisplayName,Ort der Einkehr,
Building.ContemplationSpot.FlavorDescription,Hier verbringen Biber ihre Zeit in stiller Meditation und denken über die Launen von Mutter Natur nach.,
Building.ControlTower.Description,"Eine hohe Konstruktion, die ein leistungssteigerndes Signal an Roboter in der Nähe aussendet.",Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Kontrollturm,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,"Ein Roboter muss den ihm von einem Biber gegebenen Befehlen gehorchen, es sei denn, diese existieren nicht mehr.","A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,"Staut Wasser, lässt aber eine gewisse Menge durch einen Überlauf hindurch.",Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Damm,
Building.Dam.FlavorDescription,"„Marmor, Stein und Eisen bricht, aber unsere Dämme nicht!“ – altes Biberlied",
Building.DanceHall.Description,"Ein offener Saal, in dem Biber ausgelassen mit der Rute wackeln können.",
Building.DanceHall.DisplayName,Tanzsaal,
Building.DanceHall.FlavorDescription,„Jetzt mach dich doch mal locker! Du bist doch kein Eisenzahn!“ – Suli,Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,"Ein Bad, in dem sich Biber nach dem Kontakt mit Faulwasser erholen können.",Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Dekontaminierungsbehälter,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"„Nein, Suli. Du bekommst kein Extrakt. Du bist als Jungtier in den Kessel gefallen!“ – Oma Mangonella","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,Faulwasser-Tiefenpumpe,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,„Faule Wasser sind tief.“ – Biberweisheit,
Building.DeepMechanicalFluidPump.DisplayName,Mechanische Tiefenpumpe,
Building.DeepWaterPump.Description,Fördert und filtert Trinkwasser für Biber. Faulwasserkontaminierung verlangsamt die Pumpleistung.,
Building.DeepWaterPump.DisplayName,Tiefwasserpumpe,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"„Walle! Walle manche Strecke, dass zum Zwecke Wasser fließe und in unsere Münder sich ergieße.“ – Arbeitslied der Eisenzähne","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,Passt Biberruten an.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Dekoruteur,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,Lass deine Rute eine Geschichte erzählen.,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,"Komm schon, das tut ja nicht weh. – Suli","Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,"Schweres Gerät zum Sammeln von Erde, das selbst nach Erreichen des Grundgesteins weiter Erde produziert.",Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,Erdbagger,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,Lass dich nicht untergraben!,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,"Gründet einen Bezirk mit eigener Bevölkerung, eigenen Gütern und einem isolierten Pfadnetz. Beschäftigt Bauarbeiter.",
Building.DistrictCenter.DisplayName,Bezirkszentrum,
Building.DistrictCenter.FlavorDescription.Folktails,"„Komfort, Nahrung und robustes Holz.“ – Motto der Rustikalruten",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,„Erst die Arbeit und dann mehr Arbeit.“ – Motto der Eisenzähne,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,"Gleicht Gütermengen zwischen zwei angrenzenden Bezirken aus. Jede Seite des Knotenpunkts hat Arbeiter, die dafür sorgen, dass die Güter vom Bezirksknotenpunkt an den Rest des Bezirks weiterverteilt werden.",Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,Bezirksknotenpunkt,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,"Mein, dein, das sind doch bürgerliche Kategorien.","Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Doppeldynamit,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Doppelschleuse,
Building.DoubleFloodgate.FlavorDescription,Wie verbessert man Perfektion? Man macht alles größer.,
Building.DoubleLodge.Description,"Eine größere Hütte, die Platz für mehrere Biber bietet.",
Building.DoubleLodge.DisplayName,Doppelhütte,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Doppelt so viele Biber, doppelt so viel Spaß.",This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,Doppelplattform,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"Doppelt so hoch, genauso robust.",
Building.DoubleShower.DisplayName,Doppeldusche,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,„Gestern hatte ich einen angenehmeren Duschkumpel.“ – Kiefah,
Building.Dynamite.Armed,Bereit!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0} wurde durch eine Explosion getötet.,{0} stands for beaver name
Building.Dynamite.CantDetonate,"Sprengung nicht möglich, Position zu niedrig.",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Zerstört das darunterliegende Gelände und detoniert in der Umgebung befindliches Dynamit.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Sprengen,A button.
Building.Dynamite.DisplayName,Dynamit,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Explosionstiefe: {0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,"Es waren extreme Maßnahmen erforderlich, um der postapokalyptischen Welt zu trotzen.",
Building.EarthRecultivator.Folktails.Description,Verstreut Baumsamen auf der Erde. Der Start macht die Biber in dem Bereich besonders glücklich.,
Building.EarthRecultivator.Folktails.DisplayName,Erdbegrüner,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,Mit jedem Samen wächst die Hoffnung.,
Building.EarthRepopulator.IronTeeth.Description,Bringt Pioniere in ferne Länder. Der Start macht die Biber in dem Bereich besonders glücklich.,
Building.EarthRepopulator.IronTeeth.DisplayName,Erdbesiedler,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
