ID,Text,Comment
Breeding.NutrientBringing,"I nutrienti vengono portati dai trasportatori, dai disoccupati e dai lavoratori dopo l’orario di lavoro.","Haulers are the same as in Building.HaulingPost.Description, unemployed as in Beaver.UnemployedPlural, workers as in Work.WorkersLabel"
Breeding.NutrientsNeeded,Nutrienti richiesti:,Followed by a list of nutrients needed to produce a new beaver in breeding facility
Breeding.Progress,Progressi procreazione,Label inside a progress bar describing production progress of new beaver in breeding facility
BuilderPriorityTool.Description,"Utilizza questo strumento per impostare la priorità di costruzione, demolizione e raccolta delle merci dai detriti.",Rubble should be plural version of RecoveredGoodStack.DisplayName
BuilderPriorityTool.Tip,Seleziona un oggetto per impostare la sua priorità e tieni premuto il tasto per selezionare un’area maggiore.,
Building.AdvancedBreedingPod.Description,"Sfrutta un processo di procreazione avanzato per creare castori adulti, smaniosi di mettersi all’opera.",Breeding should be the same as Building.BreedingPod.DisplayName
Building.AdvancedBreedingPod.DisplayName,Capsula di procreazione avanzata,
Building.AdvancedBreedingPod.FlavorDescription,L’idea nacque quando un cucciolo finì in un calderone pieno di estratto e crebbe in maniera fulminea dopo averlo bevuto tutto.,"Extract must be the same as Good.Extract.DisplayName, kit is a young beaver."
Building.Agora.Description,Un ampio luogo di ritrovo dove i castori possono discutere di tutto ciò che riguarda il legno.,
Building.Agora.DisplayName,Agorà,
Building.Agora.FlavorDescription,L’accensione dei fari verdi indica ai Codalesta che è il momento di riunirsi.,Folktails must be same as faction as Faction.Folktails.DisplayName.
Building.AncientAquiferDrill.DisplayName,Antica trivella per falda acquifera,
Building.AquaticFarmhouse.Description,Richiede agricoltori specializzati che coltivino le colture <YellowHighlight>acquatiche</YellowHighlight>.,"Aquatic is a keyword, must be the same as in NaturalResources.Aquatic."
Building.AquaticFarmhouse.DisplayName,Fattoria acquatica,A farmhouse that specializes in water plants.
Building.AquaticFarmhouse.FlavorDescription,“Un tempo si vociferava che mangiassimo pesce. Disgustoso!” – Ma’Nganel,"Beavers eating fish is a common misconception. Beavers are 100% herbivores. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Aquifer.Description,Una sorgente d'acqua sotterranea.,
Building.Aquifer.DisplayName,Falda acquifera,
Building.AquiferDrill.Description,Estrae acqua da una falda acquifera.,
Building.AquiferDrill.DisplayName,Trivella per falda acquifera,
Building.BadtideDrain.Description,Fa fuoriuscire la malacqua durante un malfluvio.,
Building.BadtideDrain.DisplayName,Scarico di malfluvio,
Building.BadwaterDischarge.Description,"Sigilla una sorgente di malacqua. Può essere aperto o chiuso. Quando aperto, la malacqua scorre anche durante le siccità.","Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.DisplayName,Regolatore di malacqua,"Name of the building that can either stop flow of badwater or enforce flow with full power. It's a dome shaped, mechanical building that opens and closes like a camera shutter. Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDischarge.FlavorDescription,Nelle vicinanze sono consentiti soltanto gli ingegneri civili reali.,This is a reference to a youtuber called Real Civil Engineer.
Building.BadwaterDome.Description,Sigilla una sorgente di malacqua. Può essere aperta o chiusa a piacimento.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterDome.DisplayName,Cupola di malacqua,Name of the building that stops flow of badwater when put on its source. It's a dome shaped mechanical building that can open and close by raising the cover up and down. Badwater must be the same as Good.Badwater.DisplayName.
Building.BadwaterDome.FlavorDescription,La malacqua non c’è.,"This is a reference to a Bob Marley song ""No woman, no cry""."
Building.BadwaterPump.Description,Una pompa rinforzata in grado di pompare la malacqua. Un basso livello di contaminazione della malacqua ne rallenta la velocità di pompaggio.,Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.BadwaterPump.DisplayName,Pompa di malacqua,Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterPump.FlavorDescription,“Quanto vorrei che le misure di protezione supplementari includessero i tappi per il naso.” – Suli,Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BadwaterRig.Description,Sigilla una sorgente di malacqua. Richiede lavoratori che estraggano la malacqua direttamente dalla sorgente.,"Badwater Source must be the same as Building.BadwaterSource.DisplayName, Badwater must be the same as Good.Badwater.DisplayName."
Building.BadwaterRig.DisplayName,Piattaforma di malacqua,Name of the building that stops flow from badwater source and generates Good.Badwater.DisplayName goods (by extracting them from source). It's a mechanical building that needs workers to operate. Badwater must be the same as Good.Badwater.DisplayName
Building.BadwaterRig.FlavorDescription,"Chi lavora in cima a una fonte di malacqua bollente sente la pressione, costantemente.",Play on words with pressure referring to both water pressure and stress. If possible try to adapt the phrase to fit your language.
Building.BadwaterSeep.Description,Una sorgente di malacqua a pressione limitata.,
Building.BadwaterSeep.DisplayName,Infiltrazione di malacqua,"A building that allows badwater to seep through, creating a natural badwater source."
Building.BadwaterSource.DisplayName,Sorgente di malacqua,A crack or spring in the ground spuming badwater. Badwater should be the same as Good.Badwater.DisplayName.
Building.BadwaterSource.FlavorDescription,"“Perché dobbiamo pulire il sudiciume lasciato dagli esseri umani? Oh, già, perché si sono estinti.” – Piny",
Building.Bakery.Description,Prepara pane e pasticcini con diversi tipi di farina.,Pastry being a baked good.
Building.Bakery.DisplayName,Fornaio,Building that bakes bread
Building.Bakery.FlavorDescription,“Non c’è niente di meglio di una pagnotta calda cosparsa di trucioli.” – Ma’Nganel,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Barrack.Description,"Alloggi condivisi, molto funzionali.",
Building.Barrack.DisplayName,Alloggi,Barracks are cramped homes for beavers. Not related to soldiers.
Building.Barrack.FlavorDescription,“Due Codalesta entrano in un alloggio.” – Nota barzelletta dei Denti di Ferro,"Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.BeaverBust.Description,Il busto di un castoro dall’aspetto molto influente.,
Building.BeaverBust.DisplayName,Busto di castoro,
Building.BeaverBust.FlavorDescription,I cuccioli birichini hanno il vizio di aggiungere dei dettagli alla faccia di Ainstain.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,La statua di un castoro ben nutrito.,
Building.BeaverStatue.Description.IronTeeth,La statua di un castoro laborioso.,
Building.BeaverStatue.DisplayName,Statua di un castoro,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,"Ti riempie di orgoglio negli anni di floridezza, ti trasmette fame in quelli di magra.",The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,Quando aveva anche una falce è stata considerata troppo Codalestosa.,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,Stimola la crescita delle colture vicine.,
Building.Beehive.DisplayName,Alveare,
Building.Beehive.FlavorDescription,"“Alla fine si fa il callo a tutto, anche ai ronzii.” – Ma’Nganel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,Suona all’inizio e alla fine della giornata lavorativa.,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,Campana,A large metal bell
Building.Bell.FlavorDescription,“Nulla porta più gioia del suono della campana al mattino.” – Ainstain,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,Panchina,
Building.Bench.FlavorDescription,Ogni tanto qualche vandalo rosicchia la proprietà pubblica.,
Building.Blockage.Description,Una barriera naturale che blocca l’acqua. Può essere demolita.,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,Ostruzione,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,È difficile credere che in tempi più semplici bastavano un po’ di fango e dei rami per costruire una diga.,
Building.BotAssembler.Description,Assembla castoribot autonomi per eseguire incarichi quotidiani.,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,Assembla-castoribot,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,È iniziato tutto con un semplice: “E se oggi non dovessi lavorare?” – Piny,
Building.BotPartFactory.Description,Realizza componenti per castoribot.,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,Fabbrica di parti di castoribot,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,"“Fatto! Aspetta, e questa vite?” – Piny",
Building.Brazier.Description,Un fuoco vivo racchiuso attentamente in un alloggiamento decorativo.,
Building.Brazier.DisplayName,Braciere,
Building.Brazier.FlavorDescription,“Cavolo! Scoppiettante!” – Suli,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,Braciere della solidarietà,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,"“Se non per noi, almeno per le generazioni future.” – Ma’Nganel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,"Il metodo preferito di riprodursi dei Denti di Ferro, nonché l’unico.",Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,Capsula di procreazione,
Building.BreedingPod.FlavorDescription,“I cuccioli sono il futuro. Ce ne servono altri dodici entro il prossimo mese.” – Ainstain,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Richiede ulteriori costruttori.,
Building.BuildersHut.DisplayName,Ritrovo dei costruttori,
Building.BuildersHut.FlavorDescription,CastoRoma non è stata costruita in un giorno. La leggenda narra che ci sono volute almeno sei ore.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,Un palo decorativo per condividere messaggi pubblici.,
Building.BulletinPole.DisplayName,Palo delle affissioni,
Building.BulletinPole.FlavorDescription,Hai subito un infortunio sul lavoro? Potresti avere diritto a un indennizzo! Contatta Suli.,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,Un posto dove i castori possono rilassarsi e socializzare di sera.,
Building.Campfire.DisplayName,Falò,
Building.Campfire.FlavorDescription,Ogni tanto fuoco e legno sono l'abbinamento perfetto.,
Building.Carousel.Description,Una giostra in legno per castori di tutte le età.,
Building.Carousel.DisplayName,Carosello,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"“Dove credi di andare, figliolo? Questi rami non si scorticheranno da soli.” – Ma’Nganel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,Macchinario pesante che trasforma la pericolosa malacqua in estratto utilizzabile.,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,Centrifuga,
Building.Centrifuge.FlavorDescription,L’idea nacque dopo che un carosello dei Codalesta iniziò a girare troppo rapidamente.,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,Un posto dove i castoribot vanno per ricaricarsi.,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,Stazione di ricarica,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,Solo per dispositivi Ferrobot.,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,Un orologio decorativo abbastanza grande da poter essere letto anche dai nonni.,
Building.Clock.DisplayName,Orologio,
Building.Clock.FlavorDescription,"È difficile immaginarsi che, in tempi remoti, i castori si servissero di orologi ad acqua.",Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,Prepara il caffè.,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,Centro di torrefazione,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,"Se non fosse che troppo caffè nuoce alla salute, i Denti di Ferro non chiuderebbero proprio occhio.",
Building.CompactWaterWheel.Description,Un generatore compatto che trasforma il flusso d'acqua in energia.,
Building.CompactWaterWheel.DisplayName,Mulino ad acqua compatto,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,"Ebbene sì, è possibile reinventare il mulino ad acqua.",A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,Impedisce la diffusione della contaminazione nel terreno sottostante.,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,Sbarramento anticontaminazione,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,“Una barriera al giorno toglie i malfluvi di torno!” – Manifesto motivazionale,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,Un angolo circoscritto dove i castori possono contemplare la natura.,
Building.ContemplationSpot.DisplayName,Angolo di meditazione,
Building.ContemplationSpot.FlavorDescription,"I castori passano il tempo in tranquillità qui, rimuginando sui capricci di madre natura.",
Building.ControlTower.Description,Una struttura elevata che invia un segnale a tutti i castoribot circostanti per migliorarne le prestazioni.,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,Torre di controllo,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,"Un castorobot deve obbedire agli ordini impartiti dai castori, a meno che non ci siano più castori a impartirli.","A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,Blocca l’acqua ma ne lascia fluire un po’ dalla cima.,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Diga,
Building.Dam.FlavorDescription,"Come tutti sanno, le fondamenta di una civiltà sono costruite sott’acqua.",
Building.DanceHall.Description,Una sala in cui i castori possono agitare le code a ritmo di musica.,
Building.DanceHall.DisplayName,Sala da ballo,
Building.DanceHall.FlavorDescription,"“Orsù, non startene lì impalato come un noioso Denti di Ferro.” – Suli",Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,Un bagno per i castori che devono guarire dall'esposizione alla malacqua.,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,Capsula di decontaminazione,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,"“No, Suli, non puoi bere l’estratto. Cascasti in un calderone quand’eri ancora un castorino!” – Ma’Nganel","Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,Pompa di malacqua profonda,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,Il tubo esteso è un’ottima soluzione sia per i dislivelli che per i cattivi odori.,
Building.DeepMechanicalFluidPump.DisplayName,Pompa di fluidi meccanica di profondità,
Building.DeepWaterPump.Description,Pompa e filtra l’acqua potabile per i castori. La contaminazione della malacqua ne rallenta la velocità di pompaggio.,
Building.DeepWaterPump.DisplayName,Pompa d’acqua profonda,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"“L’acqua proviene da un luogo lontano, dove la tifa cresce rigogliosa e ogni coda si adopera laboriosa.” – Canto di lavoro dei Denti di Ferro","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,Personalizza le code dei castori.,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,Codalizzatore,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,"Batti la coda, non la fiacca.","Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,"""Andiamo, scegline una. Non fa male."" – Suli","Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,Impianto di scavo pesante per la raccolta di terriccio. Continuerà a produrre terriccio anche dopo aver raggiunto il sostrato roccioso.,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,Escavatore di terriccio,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,"Bella, ma non è una trivella!",It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,"Stabilisce un distretto con abitanti e merci proprie, oltre a una rete di strade isolata. Richiede costruttori.",
Building.DistrictCenter.DisplayName,Centro del distretto,
Building.DistrictCenter.FlavorDescription.Folktails,"“Agio, cibo e solido legno.” – Motto dei Codalesta",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,“Si lavora sodo e si lavora sodo.” – Motto dei Denti di Ferro,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,Gestisce le merci tra due distretti collegati. Ogni lato dispone di lavoratori che distribuiscono le merci tra l'interscambio distrettuale e il resto del distretto.,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,Interscambio distrettuale,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,Perché il castoro ha attraversato il distretto?,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,Dinamite doppia,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,Chiusa doppia,
Building.DoubleFloodgate.FlavorDescription,Come si fa a migliorare la perfezione? La si rende più alta.,
Building.DoubleLodge.Description,Un capanno più capiente che può ospitare diversi castori.,
Building.DoubleLodge.DisplayName,Doppio capanno,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Più si è, meglio è.",This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,Piattaforma a 2 piani,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"Doppia l’altezza, ma la qualità è sempre una certezza.",
Building.DoubleShower.DisplayName,Doppia doccia,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,“Preferivo il compagno di doccia di ieri.” – Piny,
Building.Dynamite.Armed,Innescata!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,Un’esplosione ha ucciso {0}.,{0} stands for beaver name
Building.Dynamite.CantDetonate,"Non può esplodere, è troppo in basso",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,Distrugge il terreno sottostante e innesca la dinamite adiacente.,Triggers can be changed to detonates
Building.Dynamite.Detonate,Fai detonare,A button.
Building.Dynamite.DisplayName,Dinamite,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,Profondità esplosione: {0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,Sono state necessarie misure estreme per adattarsi a questo mondo post-apocalittico.,
Building.EarthRecultivator.Folktails.Description,"Distribuisce i semi di albero sulla Terra. Una volta attivato, porta grande felicità tra i castori nell'area.",
Building.EarthRecultivator.Folktails.DisplayName,Ricoltivatore terrestre,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,La speranza cresce con ogni seme.,
Building.EarthRepopulator.IronTeeth.Description,"Invia i pionieri in terre lontane. Una volta attivato, porta grande felicità tra i castori nell'area.",
Building.EarthRepopulator.IronTeeth.DisplayName,Ripopolatore terrestre,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,"Dopo qualche tentativo segreto con una catapulta, ora è stato adottato questo modello.","This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,Impiega gli agricoltori per coltivare i campi. Il design Codalesta ampliato consente di ospitare più agricoltori.,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,Fattoria efficiente,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,Viene definita efficiente a seconda se la politica “non si mangia sul posto di lavoro” viene messa in atto o meno.,
Building.EfficientMine.Description,Richiede minatori che estraggano i rottami di metallo dalle rovine sepolte. Progettata per massimizzare la velocità di estrazione.,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,Miniera efficiente,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,I Denti di Ferro sono stati i pionieri più incisivi dell'esplorazione del sottosuolo.,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,Un'area adibita ai programmi strutturati di gruppo per sviluppare forza e flessibilità.,
Building.ExercisePlaza.DisplayName,Piazza fitness,
