ID,Text,Comment
Building.BeaverBust.FlavorDescription,淘氣的小河狸喜歡在工業之父卡祖柯的臉上增添各種小細節。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization. Kits are young beavers."
Building.BeaverStatue.Description.Folktails,吃得飽飽的河狸像。,
Building.BeaverStatue.Description.IronTeeth,勤勞工作的河狸像。,
Building.BeaverStatue.DisplayName,河狸像,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,收成好時看了引以為傲，收成差時看了肚子咕咕叫。,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,初始的鐮刀設計實在太神尾了。,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,能促使附近的作物生長。,
Building.Beehive.DisplayName,蜂箱,
Building.Beehive.FlavorDescription,「嗡嗡聲聽久了就習慣了。」——河狸奶奶,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bell.Description,鐘聲會在工作日開始和結束時響起。,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,吊鐘,A large metal bell
Building.Bell.FlavorDescription,「河狸都該期待清晨的鐘聲。」——工業之父卡祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Bench.DisplayName,長椅,
Building.Bench.FlavorDescription,有時會有愛搗亂的河狸啃咬這些公共財產。,
Building.Blockage.Description,隔開水域的天然屏障。可以拆除。,Demolished meaning removed by a worker.
Building.Blockage.DisplayName,封堵壩體,"Not a dam since that's another building in game but if not possible it could be called a Natural Dam. Visually, it's a block made out of twigs and loose stones."
Building.Blockage.FlavorDescription,以前用泥土加枝葉就能建造壩體，真是簡單純樸的時代。,
Building.BotAssembler.Description,組裝自動機關人，以執行各類日常任務。,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,機關人組裝廠,A factory for assembling bots. Bot should be the same as Bot.TemplateName
Building.BotAssembler.FlavorDescription,一切都始於一個簡單的念頭：「如果今天不用工作就好了。」——小松,
Building.BotPartFactory.Description,製作機關人部件。,Bot should be the same as Bot.TemplateName
Building.BotPartFactory.DisplayName,機關人部件工廠,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.TemplateName."
Building.BotPartFactory.FlavorDescription,「完成！等等，這裡怎麼多了顆螺絲釘？」——小松,
Building.Brazier.Description,熊熊燃燒的火焰安全受制於裝飾性外殼中。,
Building.Brazier.DisplayName,火盆,
Building.Brazier.FlavorDescription,「哇嗚，好炫。」——蘇狸,Play on words with lit meaning both lit up and cool. If possible try to adapt the phrase to fit your language. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.BrazierOfBonding.DisplayName,親情之盆,A large brazier surrounded by statues of a beaver family
Building.BrazierOfBonding.FlavorDescription,「哪怕不是為了我們，也是為了子孫後代。」——河狸奶奶,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.BreedingPod.Description,鐵牙喜歡的繁殖方式，也是唯一的繁殖方法。,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,繁殖艙,
Building.BreedingPod.FlavorDescription,「小河狸是我們的未來。下個月我們還需要 12 隻。」——工業之父卡祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,可用來僱用更多建築工。,
Building.BuildersHut.DisplayName,建築工小屋,
Building.BuildersHut.FlavorDescription,河狸的羅馬不是一天造成的，據說實際上只花了六小時。,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timbertech for the greater good of all beavers.
Building.BulletinPole.Description,用於公布公共資訊的裝飾柱。,
Building.BulletinPole.DisplayName,公告欄,
Building.BulletinPole.FlavorDescription,工作時受傷了？你可能有資格獲得賠償！去找蘇狸吧。,Reference to common compensation scam text. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.Campfire.Description,供河狸在夜間放鬆的社交場所。,
Building.Campfire.DisplayName,篝火,
Building.Campfire.FlavorDescription,有時木與火會碰撞出火花。,
Building.Carousel.Description,適合不同年齡層的河狸遊玩的旋轉長椅。,
Building.Carousel.DisplayName,旋轉長椅,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,「孩子，你要去哪？這些樹枝可不會自己脫下樹皮。動手吧。」——河狸奶奶,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Centrifuge.Description,將危險的惡水轉化為可用精粹的大功率機械。,Badwater should be the same as Good.Badwater.DisplayName. Extract should be the same as Good.Extract.DisplayName.
Building.Centrifuge.DisplayName,離心機,
Building.Centrifuge.FlavorDescription,離心機的靈感源自於轉超快的神尾旋轉長椅。,"Folktails must be the same as Faction.Folktails.DisplayName, carousel should be the same as Building.Carousel.DisplayName."
Building.ChargingStation.Description,機關人進行充能的場所。,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,充能站,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,請勿連接非鐵機關人裝置。,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.Clock.Description,裝飾用時鐘，錶盤超大，連你阿嬤也能輕鬆看時間。,
Building.Clock.DisplayName,時鐘,
Building.Clock.FlavorDescription,很難想像古時候的河狸使用的是水鐘。,Clepsydra is an ancient water clock.
Building.CoffeeBrewery.Description,沖泡咖啡。,Coffee should be the same as in Good.Coffee.DisplayName.
Building.CoffeeBrewery.DisplayName,咖啡工坊,A building that brews coffee.
Building.CoffeeBrewery.FlavorDescription,要不是礙於消耗限制，鐵牙根本不想睡覺。,
Building.CompactWaterWheel.Description,可將水流轉化成動能的小型機械。,
Building.CompactWaterWheel.DisplayName,小型水車,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.FlavorDescription,水車多多益善。,A play on 'can't reinvent the wheel'
Building.ContaminationBarrier.Description,阻止土壤汙染在其下方蔓延。,Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.ContaminationBarrier.DisplayName,汙染屏障,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square shape with objects sticking out. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.ContaminationBarrier.FlavorDescription,「一天一屏障，惡水潮退散！」——激勵狸心的海報,"Reference to the ""An apple a day, keeps the doctor away"" proverb. If possible try to adapt the phrase to fit your language."
Building.ContemplationSpot.Description,供河狸思考大自然的小地方。,
Building.ContemplationSpot.DisplayName,沉思處,
Building.ContemplationSpot.FlavorDescription,河狸在這裡靜享閒暇時光，思索大自然的無常。,
Building.ControlTower.Description,這座高聳建築能對附近的機關人發出訊號，強化它們的效能。,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,控制塔,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,除非河狸不在了，否則機關人必須對河狸唯命是從。,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.TemplateName."
Building.Dam.Description,能阻斷水流，但部分水流可以流過頂部的洩洪道。,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,水壩,
Building.Dam.FlavorDescription,河狸皆知，文明的根基在水底。,
Building.DanceHall.Description,河狸可在這裡盡情舒展尾巴。,
Building.DanceHall.DisplayName,露天舞池,
Building.DanceHall.FlavorDescription,「拜託，動起來，別像討厭的鐵牙一樣只會傻傻站著。」——蘇狸,Iron Teeth must be the same as Faction.IronTeeth.DisplayName. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible.
Building.DecontaminationPod.Description,河狸在此沐浴，清除沾染的惡水，恢復健康。,Badwater should be the same as Good.Badwater.DisplayName.
Building.DecontaminationPod.DisplayName,淨化艙,Ideally the name of the building should refer to the contamination effect on the beaver (Need.BadwaterContamination).
Building.DecontaminationPod.FlavorDescription,「蘇狸，不可以喝精粹喔。你小時候還掉進大鍋裡過呢！」——河狸奶奶,"Reference to Obelix from Asterix and Obelix falling into a cauldron. Suli is a younger beaver that likes to play tricks on their fellow beavers and isn't related to any faction in particular. Translated name shouldn't suggest a gender if possible. Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.DeepBadwaterPump.DisplayName,深層惡水幫浦,"Badwater Pump Must be the same as Building.BadwaterPump.DisplayName, Deep should be the same as in Building.DeepWaterPump.DisplayName"
Building.DeepBadwaterPump.FlavorDescription,加長後的管道可解決高度差異，並能緩解異味。,
Building.DeepMechanicalFluidPump.DisplayName,深層機械水體幫浦,
Building.DeepWaterPump.Description,抽取並過濾水供河狸飲用。惡水汙染會降低抽取速度。,
Building.DeepWaterPump.DisplayName,深層抽水幫浦,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,「山間長滿貓尾草，水邊河狸真勤勞。」——鐵牙勞動歌,"Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.Detailer.Description,彩繪河狸尾巴。,This building allows the player to paint beavers' tails.
Building.Detailer.DisplayName,尾妝工作室,Detailer references that the tail customisations are details/decorations.
Building.Detailer.Folktails.FlavorDescription,讓尾巴變成一道風景。,"Only Folktails have ads, so they can also have magazines. ""Weird Tales"" is a famous pulp magazine."
Building.Detailer.IronTeeth.FlavorDescription,來試試看啦，不會痛。——蘇狸,"Wordplay, as the IT variant looks painful to use."
Building.DirtExcavator.Description,用於收集泥土的大功率採礦設施。到達基岩層後仍會持續產出泥土。,Dirt must the same as Good.Dirt.DisplayName.
Building.DirtExcavator.DisplayName,挖土機,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,這不是鑽土機！,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistrictCenter.Description,建成後，即可建立有著居民、物資和獨立道路網的地區。可僱用建築工。,
Building.DistrictCenter.DisplayName,地區中心,
Building.DistrictCenter.FlavorDescription.Folktails,「狸生要三寶：舒適、食物還有結實的木頭。」——神尾座右銘,The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,「辛勤工作，拼命幹活。」——鐵牙座右銘,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictCrossing.Description,平衡兩個相連地區之間的物資，兩邊各自有勞工負責配送物資至地區交匯所和地區的其他地方。,Districts should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.DisplayName,地區交匯所,District should be the same as in Building.DistrictCenter.DisplayName
Building.DistrictCrossing.FlavorDescription,古時有青蛙過街，今日有河狸越界。,"Referencing ""Why did a chicken cross a road"" jokes"
Building.DoubleDynamite.DisplayName,雙重炸藥,Dynamite that makes 2 blocks deep hole
Building.DoubleFloodgate.DisplayName,雙重閘門,
Building.DoubleFloodgate.FlavorDescription,如何在完美的基礎上更進一步？做高一點就行了。,
Building.DoubleLodge.Description,能住進更多河狸的較大木屋。,
Building.DoubleLodge.DisplayName,雙重木屋,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,越大越好。,This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,雙重平台,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,高度雙倍，堅固特徵不變。,
Building.DoubleShower.DisplayName,雙狸淋浴處,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,「我還是比較喜歡昨天跟我一起洗香香的小夥伴。」——小松,
Building.Dynamite.Armed,準備引爆！,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0}死於爆炸。,{0} stands for beaver name
Building.Dynamite.CantDetonate,位置過低，無法引爆,Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,摧毀下方地面，並引爆相鄰的炸藥。,Triggers can be changed to detonates
Building.Dynamite.Detonate,引爆,A button.
Building.Dynamite.DisplayName,炸藥,There's a good called Explosives so they need to have different names
Building.Dynamite.ExplosionDepth,爆炸深度：{0},"Explains how deep the dynamite explosion is, {0} stands for the vertical number of blocks"
Building.Dynamite.FlavorDescription,需要採取極端手段，才能在末日後世界生存下去。,
Building.EarthRecultivator.Folktails.Description,在各處播下樹木種子。啟動時，會讓此地區的河狸特別開心。,
Building.EarthRecultivator.Folktails.DisplayName,地球播種設施,Earth meaning planet Earth and Recultivator meaning regenerating the planet.
Building.EarthRecultivator.Folktails.FlavorDescription,每一粒種子都蘊含著希望。,
Building.EarthRepopulator.IronTeeth.Description,將拓荒河狸送往遠方。啟動時，會讓此地區的河狸格外開心。,
Building.EarthRepopulator.IronTeeth.DisplayName,地球拓荒設施,Earth meaning planet Earth and Repopulator meaning starting new colonies or restoring the population.
Building.EarthRepopulator.IronTeeth.FlavorDescription,使用彈射裝置進行幾次現已列為機密的測試後，最終採用了這種設計。,"This building looks like a plane runway, so this jokingly references a more primitive idea."
Building.EfficientFarmhouse.Description,用來僱用種植與收割作物的農民。擴大的神尾式設計可容納更多農民。,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.DisplayName,高效農舍,Farmhouse should be the same as in Building.Farmhouse.DisplayName
Building.EfficientFarmhouse.FlavorDescription,「工作時間禁止進食」的政策提升了工作效率。,
Building.EfficientMine.Description,可僱用礦工從地下廢墟採集廢金屬。創新設計將採礦速度提升至極限。,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,高效礦井,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,鐵牙率先進行了地下調查，進而佔領先機。,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,專為系統化團體訓練設計的區域，旨在強化核心肌群與身體的柔韌度。,
Building.ExercisePlaza.DisplayName,鍛煉廣場,
Building.ExercisePlaza.FlavorDescription,鐵牙想變得跟他們的創造物一樣，更猛、更棒、更快、更強。,"Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,使用惡水製造爆裂物。,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,爆裂物工廠,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,農夫雕像,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,馴服荒地，養活狸民。,
Building.Farmhouse.Description,用來僱用種植與收割作物的農民。,
Building.Farmhouse.DisplayName,農舍,
Building.Farmhouse.FlavorDescription,農業是當今河狸社會的重要支柱之一。,
Building.Fermenter.Description,發酵植物以生產營養食物。,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,發酵廠,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,在發生幾次事故之後，鐵牙對允許發酵的產品做了限制。,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,團結之火,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,「沒有什麼比生產配額更有助於團結了。」——工業之父卡祖柯,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,阻擋水位上升至一定高度，高度可調節。,
Building.Floodgate.DisplayName,閘門,
Building.Floodgate.FlavorDescription,在工業之父卡祖柯創造第一座閘門之前，沒有河狸想到可以改良水壩。,
Building.Floodgate.Height,高度：{0},
Building.Floodgate.Synchronize,與相鄰閘門同步,
Building.FluidDump.Description,排出水或惡水。,Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,水體排放設施,
Building.FluidDump.ToggleLabel,水體：,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,將原料加工成口糧。,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,食物工廠,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,食物工廠出現前，經常發生工作時嘴饞咬一口木材所導致的建物損壞。,A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,負責種植樹木與灌木。,
Building.Forester.DisplayName,林木所,A building with a worker that plants trees and bushes
